fname,label
clip_47ecc45c8.wav,10
clip_17ba33746.wav,6
clip_60c9b1d9f.wav,5
clip_2c5f7b2ec.wav,0
clip_cc6da9775.wav,3
clip_eaa45f3b1.wav,6
clip_19408b86d.wav,6
clip_3a7d9d01a.wav,2
clip_968984d21.wav,9
clip_4f66d2e48.wav,7
clip_ed23d7b0d.wav,2
clip_5ea536f72.wav,9
clip_db1dddad0.wav,5
clip_f7b460244.wav,9
clip_560a8274e.wav,6
clip_dfb0036f6.wav,8
clip_ad9d782aa.wav,3
clip_e06fa70a5.wav,7
clip_4840bd44c.wav,5
clip_8e140cca9.wav,6
clip_6fd06093a.wav,8
clip_60a4ff1fd.wav,6
clip_c1d907122.wav,0
clip_60bc0fc68.wav,3
clip_4878d07b0.wav,10
clip_00f1ba923.wav,4
clip_3c063da4c.wav,3
clip_3549ffabf.wav,6
clip_e4d4abc3e.wav,8
clip_3c8f050d1.wav,0
clip_aeae49042.wav,5
clip_6f9465ee8.wav,7
clip_e859019eb.wav,7
clip_c60807d88.wav,10
clip_c3ccd303e.wav,7
clip_38b912e48.wav,9
clip_4b134af6b.wav,2
clip_3ccb19210.wav,5
clip_143a63681.wav,1
clip_56e09d7cc.wav,9
clip_32b97dc20.wav,10
clip_4a7927d01.wav,4
clip_44f139836.wav,8
clip_19e525b62.wav,9
clip_53e4b3ec4.wav,9
clip_a55c3f1ab.wav,3
clip_78daa445d.wav,6
clip_dd982b22a.wav,7
clip_c0f31f2ba.wav,6
clip_a7987895f.wav,8
clip_3e4e8e1d5.wav,6
clip_4e9aea931.wav,6
clip_97411441a.wav,8
clip_90d890455.wav,10
clip_1108c92d8.wav,8
clip_1df012c9b.wav,9
clip_dfb901d59.wav,6
clip_94d3762e1.wav,3
clip_77bf3434d.wav,7
clip_1aa09774d.wav,3
clip_878f2cce9.wav,1
clip_03b39986f.wav,7
clip_ec925ca18.wav,9
clip_ade9d768e.wav,9
clip_eb59c2700.wav,0
clip_0d5e61f68.wav,0
clip_38a5b088d.wav,5
clip_f24fa0008.wav,10
clip_0c51020b7.wav,6
clip_4e4b59b4a.wav,4
clip_ff59ebf9a.wav,7
clip_feb9d35de.wav,3
clip_e9fdb06aa.wav,6
clip_3a52850b4.wav,6
clip_eadc1a59a.wav,6
clip_570fc0635.wav,4
clip_69472f967.wav,0
clip_f4e9d7dc1.wav,3
clip_0eb0306a1.wav,6
clip_6939e0773.wav,5
clip_c85382074.wav,10
clip_11deabac6.wav,8
clip_66467914c.wav,1
clip_00d6b7c76.wav,7
clip_842c7f4c8.wav,5
clip_133c3fb81.wav,2
clip_769e2d5e5.wav,7
clip_9c992a17f.wav,0
clip_28e85e281.wav,5
clip_657a98e90.wav,6
clip_439cabacc.wav,8
clip_931719915.wav,2
clip_d52dae36e.wav,5
clip_5bfac083f.wav,2
clip_d32e78089.wav,0
clip_66ce37691.wav,4
clip_16e5acd01.wav,9
clip_62c442821.wav,3
clip_bdf3acc07.wav,6
clip_1c4bd4c8f.wav,10
clip_0ce7ea3b8.wav,2
clip_fc68b95cd.wav,6
clip_8a97ed7dd.wav,9
clip_3933c3a6a.wav,6
clip_4eb6fa1b0.wav,6
clip_2d57b14b5.wav,0
clip_b83966722.wav,9
clip_d2e926fad.wav,10
clip_89c5e4092.wav,10
clip_a1d9b3790.wav,9
clip_a8e5f124d.wav,6
clip_f0df002a4.wav,6
clip_b58697583.wav,3
clip_d4a1a36b4.wav,10
clip_982367bb6.wav,3
clip_f9e0b5ceb.wav,3
clip_71b99aed3.wav,10
clip_09a1f4cf7.wav,7
clip_6382b0319.wav,5
clip_d462ef442.wav,2
clip_b3003f563.wav,9
clip_7fed9827d.wav,2
clip_b95274d71.wav,5
clip_d9949bfea.wav,9
clip_aa193da0c.wav,6
clip_6aa3cd713.wav,1
clip_a04d8e1f1.wav,7
clip_988d95cb7.wav,9
clip_8e93ac024.wav,5
clip_97779877a.wav,5
clip_923db1a31.wav,6
clip_7ef693b9f.wav,8
clip_4b814e629.wav,1
clip_2cf907de0.wav,7
clip_c48da86b2.wav,10
clip_9d7dbdf68.wav,4
clip_84fea0352.wav,3
clip_e2f450b47.wav,8
clip_02331ad54.wav,9
clip_024275302.wav,9
clip_6cec4647e.wav,1
clip_3d3dfa8da.wav,7
clip_b0add3cea.wav,3
clip_4c034a8e2.wav,3
clip_9e3fcd0d7.wav,8
clip_4fadd5c27.wav,7
clip_05dba675d.wav,10
clip_ae8d8825d.wav,2
clip_ee9325a92.wav,3
clip_faccbed97.wav,6
clip_6a88a9ed9.wav,7
clip_d48379bfd.wav,1
clip_654c9fb63.wav,5
clip_118837a15.wav,10
clip_40c825da9.wav,1
clip_b31cbb07b.wav,5
clip_b7d3089b0.wav,5
clip_5e0fa068a.wav,1
clip_ad2803396.wav,10
clip_a60b08a93.wav,2
clip_7cc0efcf5.wav,3
clip_443967027.wav,9
clip_ce809258d.wav,7
clip_03390c2d9.wav,2
clip_87ebb39a1.wav,4
clip_ce4763016.wav,7
clip_beb1cb4c6.wav,2
clip_a0a8f67aa.wav,0
clip_3818a176d.wav,0
clip_cbca5059d.wav,6
clip_4772a9ff8.wav,5
clip_0712bf30c.wav,5
clip_73f2ed42d.wav,6
clip_5590f09e3.wav,6
clip_0bc23c0d3.wav,6
clip_0e740e1eb.wav,3
clip_d93fe7dcf.wav,10
clip_7249c903e.wav,10
clip_b5f01cc5b.wav,6
clip_5475f9dee.wav,5
clip_aeb5f3b89.wav,3
clip_e469fa234.wav,10
clip_3883ad3ff.wav,1
clip_964d4e54d.wav,5
clip_bc83f53c3.wav,9
clip_600827db0.wav,9
clip_6bee63b53.wav,2
clip_c075cc866.wav,9
clip_6cee1100b.wav,4
clip_e9b7f8139.wav,4
clip_8fdc1ad53.wav,8
clip_ea145bbe1.wav,10
clip_40d6587b7.wav,2
clip_98302f5cf.wav,3
clip_d04b318d5.wav,5
clip_faf1ad3c8.wav,6
clip_01b0834df.wav,5
clip_0874fe8e6.wav,3
clip_217f2cf27.wav,9
clip_f1dafb3de.wav,10
clip_350f853a7.wav,7
clip_629b65838.wav,6
clip_b2ff175e8.wav,6
clip_39bd3dde3.wav,10
clip_07f17e1b3.wav,8
clip_76c29223d.wav,9
clip_a83757040.wav,10
clip_273475e62.wav,0
clip_7b7169db0.wav,6
clip_80dc66370.wav,3
clip_6a29559f9.wav,0
clip_71765bedc.wav,3
clip_822d8b8a6.wav,6
clip_01bcf8a05.wav,6
clip_1855e4497.wav,4
clip_06660d6dc.wav,5
clip_9c3fa5fb2.wav,9
clip_139557889.wav,1
clip_910525345.wav,1
clip_c15b964e0.wav,6
clip_a4f049e78.wav,1
clip_1810947c3.wav,2
clip_a4db32cdb.wav,9
clip_b76b60cd2.wav,10
clip_676e25ff7.wav,9
clip_ac163a694.wav,2
clip_9ffbb32ea.wav,6
clip_e6c3651fc.wav,3
clip_ced5a0a0c.wav,4
clip_5d877c589.wav,9
clip_a8e2bbde5.wav,0
clip_bbee9e71e.wav,6
clip_b9b3b3dff.wav,9
clip_41b2d1ac7.wav,2
clip_2ec47c819.wav,10
clip_4aa9b6c6d.wav,4
clip_a4add1a0f.wav,3
clip_1b7878fc4.wav,9
clip_0f7e0e87e.wav,1
clip_d0637e4e8.wav,2
clip_7133503c6.wav,4
clip_f41ebe7a4.wav,6
clip_36143acca.wav,5
clip_8ff333701.wav,8
clip_453574ce9.wav,5
clip_d50ca55fd.wav,1
clip_122065a1d.wav,10
clip_abe5325dc.wav,7
clip_4203e0c42.wav,10
clip_560faede8.wav,9
clip_fa9ea4d9b.wav,6
clip_c1bbf6ca5.wav,6
clip_ef2565d01.wav,5
clip_e34ad3008.wav,9
clip_f35485b3b.wav,7
clip_b5de93e9c.wav,6
clip_b5f182225.wav,4
clip_2ef1f5a22.wav,6
clip_9f6e2a67f.wav,5
clip_61bffa9eb.wav,2
clip_9ac9f3ca4.wav,1
clip_693854983.wav,6
clip_afc8191cb.wav,8
clip_69acd6c43.wav,9
clip_e95eb4536.wav,1
clip_c2abc84a9.wav,4
clip_d7611728a.wav,6
clip_7e450f79c.wav,7
clip_a5b3fc673.wav,6
clip_ca47d54bb.wav,2
clip_9936898fc.wav,5
clip_cd3ed0a0b.wav,1
clip_db6cd6ab7.wav,6
clip_f3e95604f.wav,10
clip_1ab8f8355.wav,5
clip_47db939be.wav,8
clip_bc1cef4a8.wav,6
clip_63cd17dca.wav,9
clip_bcce6d039.wav,5
clip_4b2c69da0.wav,10
clip_fc8e3ce6b.wav,4
clip_a653196c3.wav,3
clip_45b690da3.wav,3
clip_20f1a6035.wav,4
clip_69b9557a8.wav,6
clip_1c4c01b5f.wav,5
clip_f60d7532f.wav,4
clip_5090e4a79.wav,7
clip_89f82a24d.wav,6
clip_99e7f3e64.wav,5
